riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs112519623-A	2E-10	-	NR	-	-	-	SLC39A8	"Body mass index or hip osteoarthritis (pleiotropy)"	"osteoarthritis, hip,body mass index"	-	GCST90271771	4:102263082	36889626	"Zhang L"
rs17760596-A	9E-11	-	NR	-	-	-	NOG,C17orf67	"Body mass index or hip osteoarthritis (pleiotropy)"	"osteoarthritis, hip,body mass index"	-	GCST90271771	17:56786160	36889626	"Zhang L"
rs62255421-A	1E-10	-	NR	-	-	-	STIMATE-MUSTN1,MUSTN1	"Body mass index or hip osteoarthritis (pleiotropy)"	"osteoarthritis, hip,body mass index"	-	GCST90271771	3:52834654	36889626	"Zhang L"
rs2071358-T	5E-10	-	NR	-	-	-	TMEM106C,COL2A1	"Body mass index or hip osteoarthritis (pleiotropy)"	"osteoarthritis, hip,body mass index"	-	GCST90271771	12:47972666	36889626	"Zhang L"
rs56311918-T	9E-13	-	NR	-	-	-	FKBP5	"Body mass index or hip osteoarthritis (pleiotropy)"	"osteoarthritis, hip,body mass index"	-	GCST90271771	6:35694876	36889626	"Zhang L"
rs964220-C	5E-12	-	NR	-	-	-	CASC20	"Body mass index or hip osteoarthritis (pleiotropy)"	"osteoarthritis, hip,body mass index"	-	GCST90271771	20:6481955	36889626	"Zhang L"
rs10846921-A	2E-28	-	NR	-	-	-	CLIP1,ZCCHC8	"Body mass index or spine osteoarthritis (pleiotropy)"	"osteoarthritis, spine,body mass index"	-	GCST90271772	12:122458829	36889626	"Zhang L"
rs1426371-A	2E-14	-	NR	-	-	-	WSCD2	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	12:108236003	36889626	"Zhang L"
rs35697691-C	5E-16	-	NR	-	-	-	MAPK6	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	15:52061301	36889626	"Zhang L"
rs7217226-T	2E-22	-	NR	-	-	-	SMG6	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	17:2232771	36889626	"Zhang L"
rs9922708-T	1E-324	-	NR	-	-	-	FTO	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	16:53797234	36889626	"Zhang L"
rs10947525-A	7E-19	-	NR	-	-	-	RPS10P13,ATP6V1FP1	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	6:34740117	36889626	"Zhang L"
rs10962547-A	3E-20	-	NR	-	-	-	BNC2	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	9:16712249	36889626	"Zhang L"
rs11060853-A	3E-12	-	NR	-	-	-	ABCB9	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	12:122939524	36889626	"Zhang L"
rs11753081-T	2E-11	-	NR	-	-	-	CDKAL1	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	6:20705359	36889626	"Zhang L"
rs12935589-T	4E-16	-	NR	-	-	-	IL34	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	16:70657405	36889626	"Zhang L"
rs13107325-T	2E-48	-	NR	-	-	-	SLC39A8	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	4:102267552	36889626	"Zhang L"
rs2303220-T	1E-13	-	NR	-	-	-	PKD1L3	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	16:71954829	36889626	"Zhang L"
rs3814883-T	1E-40	-	NR	-	-	-	TAOK2	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	16:29983601	36889626	"Zhang L"
rs61806235-A	6E-12	-	NR	-	-	-	TBX15	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	1:118973782	36889626	"Zhang L"
rs62106258-T	2E-92	-	NR	-	-	-	LINC01865	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	2:417167	36889626	"Zhang L"
rs687339-T	7E-25	-	NR	-	-	-	RPL31P23,PCCB	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	3:136213517	36889626	"Zhang L"
rs715-T	1E-20	-	NR	-	-	-	CPS1	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	2:210678331	36889626	"Zhang L"
rs775208-T	2E-22	-	NR	-	-	-	AARS1	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	16:70282008	36889626	"Zhang L"
rs7942337-T	2E-15	-	NR	-	-	-	GUCY2EP,TSKU-AS1	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	11:76754228	36889626	"Zhang L"
rs889398-T	2E-35	-	NR	-	-	-	NFAT5,CYB5B	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	16:69522812	36889626	"Zhang L"
rs998584-A	2E-17	-	NR	-	-	-	VEGFA,LINC02537	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	6:43790159	36889626	"Zhang L"
rs2605100-A	1E-12	-	NR	-	-	-	LYPLAL1-AS1	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	1:219470882	36889626	"Zhang L"
rs4671010-A	9E-12	-	NR	-	-	-	LTBP1	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	2:33207791	36889626	"Zhang L"
rs35739367-A	8E-11	-	NR	-	-	-	WSCD2	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	12:108179913	36889626	"Zhang L"
rs56103247-T	5E-11	-	NR	-	-	-	C20orf181,ABHD16B	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	20:63851831	36889626	"Zhang L"
rs6029202-A	4E-11	-	NR	-	-	-	LINC01370,MAFB	"Body mass index or knee osteoarthritis (pleiotropy)"	"osteoarthritis, knee,body mass index"	-	GCST90271770	20:40603657	36889626	"Zhang L"
rs247975-T	1E-24	-	NR	-	-	-	SPATA16,NLGN1	"Body mass index or spine osteoarthritis (pleiotropy)"	"osteoarthritis, spine,body mass index"	-	GCST90271772	3:173389653	36889626	"Zhang L"
rs2681781-A	2E-49	-	NR	-	-	-	CAMKV	"Body mass index or spine osteoarthritis (pleiotropy)"	"osteoarthritis, spine,body mass index"	-	GCST90271772	3:49860840	36889626	"Zhang L"
rs6441814-A	3E-15	-	NR	-	-	-	ABHD5,RNU6-367P	"Body mass index or spine osteoarthritis (pleiotropy)"	"osteoarthritis, spine,body mass index"	-	GCST90271772	3:44007622	36889626	"Zhang L"
rs2640909-T	2E-10	-	NR	-	-	-	PER3	"Body mass index or spine osteoarthritis (pleiotropy)"	"osteoarthritis, spine,body mass index"	-	GCST90271772	1:7830057	36889626	"Zhang L"
rs11264339-?	1E-16	-	NR	-	-	-	HMGN2P18,KRTCAP2	"COVID-19 infection or BMI (pleiotropy)"	"body mass index,COVID-19"	-	GCST90399839	1:155168172	38352709	"Chen Y"
rs2172246-?	3E-11	-	NR	-	-	-	CCR3	"COVID-19 infection or BMI (pleiotropy)"	"body mass index,COVID-19"	-	GCST90399839	3:46173193	38352709	"Chen Y"
rs11085735-?	3E-8	-	NR	-	-	-	KEAP1	"COVID-19 infection or BMI (pleiotropy)"	"body mass index,COVID-19"	-	GCST90399839	19:10491504	38352709	"Chen Y"
rs281407-?	2E-8	-	NR	-	-	-	RASIP1	"COVID-19 infection or BMI (pleiotropy)"	"body mass index,COVID-19"	-	GCST90399839	19:48730078	38352709	"Chen Y"
rs2172246-?	3E-11	-	NR	-	-	-	CCR3	"Critical COVID-19 or BMI (pleiotropy)"	"body mass index,COVID-19"	-	GCST90399840	3:46173193	38352709	"Chen Y"
rs11085735-?	3E-8	-	NR	-	-	-	KEAP1	"Critical COVID-19 or BMI (pleiotropy)"	"body mass index,COVID-19"	-	GCST90399840	19:10491504	38352709	"Chen Y"
rs281407-?	2E-8	-	NR	-	-	-	RASIP1	"Critical COVID-19 or BMI (pleiotropy)"	"body mass index,COVID-19"	-	GCST90399840	19:48730078	38352709	"Chen Y"
rs11584032-?	3E-8	-	NR	-	-	-	RNFT1P2,GIPC2	"Hospitalized COVID-19 or BMI (pleiotropy)"	"body mass index,COVID-19"	-	GCST90399841	1:78153850	38352709	"Chen Y"
rs4971079-?	1E-8	-	NR	-	-	-	KRTCAP2,HMGN2P18	"Hospitalized COVID-19 or BMI (pleiotropy)"	"body mass index,COVID-19"	-	GCST90399841	1:155157915	38352709	"Chen Y"
rs17576051-?	3E-12	-	NR	-	-	-	LARS2	"Hospitalized COVID-19 or BMI (pleiotropy)"	"body mass index,COVID-19"	-	GCST90399841	3:45408488	38352709	"Chen Y"
rs17260680-?	1E-13	-	NR	-	-	-	LIMD1,LARS2	"Hospitalized COVID-19 or BMI (pleiotropy)"	"body mass index,COVID-19"	-	GCST90399841	3:45554953	38352709	"Chen Y"
rs17279437-?	1E-16	-	NR	-	-	-	SLC6A20	"Hospitalized COVID-19 or BMI (pleiotropy)"	"body mass index,COVID-19"	-	GCST90399841	3:45772602	38352709	"Chen Y"
rs7652331-?	6E-18	-	NR	-	-	-	FYCO1	"Hospitalized COVID-19 or BMI (pleiotropy)"	"body mass index,COVID-19"	-	GCST90399841	3:45921260	38352709	"Chen Y"
rs1500004-?	1E-12	-	NR	-	-	-	XCR1,CCR3	"Hospitalized COVID-19 or BMI (pleiotropy)"	"body mass index,COVID-19"	-	GCST90399841	3:46109445	38352709	"Chen Y"
rs7664615-?	1E-9	-	NR	-	-	-	ANAPC4,RNU7-126P	"Hospitalized COVID-19 or BMI (pleiotropy)"	"body mass index,COVID-19"	-	GCST90399841	4:25446871	38352709	"Chen Y"
rs1265093-?	1E-8	-	NR	-	-	-	PSORS1C1	"Hospitalized COVID-19 or BMI (pleiotropy)"	"body mass index,COVID-19"	-	GCST90399841	6:31139410	38352709	"Chen Y"
rs9573671-?	4E-9	-	NR	-	-	-	LMO7	"Hospitalized COVID-19 or BMI (pleiotropy)"	"body mass index,COVID-19"	-	GCST90399841	13:75855175	38352709	"Chen Y"
rs11654648-?	3E-9	-	NR	-	-	-	LRRC46	"Hospitalized COVID-19 or BMI (pleiotropy)"	"body mass index,COVID-19"	-	GCST90399841	17:47836287	38352709	"Chen Y"
rs2278442-?	1E-8	-	NR	-	-	-	ICAM3	"Hospitalized COVID-19 or BMI (pleiotropy)"	"body mass index,COVID-19"	-	GCST90399841	19:10334150	38352709	"Chen Y"
rs11085735-?	1E-11	-	NR	-	-	-	KEAP1	"Hospitalized COVID-19 or BMI (pleiotropy)"	"body mass index,COVID-19"	-	GCST90399841	19:10491504	38352709	"Chen Y"
rs6117317-?	7E-10	-	NR	-	-	-	CASC20	"Hospitalized COVID-19 or BMI (pleiotropy)"	"body mass index,COVID-19"	-	GCST90399841	20:6525368	38352709	"Chen Y"
rs9936385-C	2E-187	-	0.39	-	-	-	FTO	"Body mass index x sex x age interaction (4df test)"	"sex interaction measurement,body mass index,age at assessment"	-	GCST005950	16:53785257	26426971	"Winkler TW"
rs2867125-C	5E-75	-	0.83	-	-	-	LINC01875,TMEM18	"Body mass index x sex x age interaction (4df test)"	"sex interaction measurement,body mass index,age at assessment"	-	GCST005950	2:622827	26426971	"Winkler TW"
rs12955983-G	9E-60	-	0.28	-	-	-	MC4R,RNU4-17P	"Body mass index x sex x age interaction (4df test)"	"sex interaction measurement,body mass index,age at assessment"	-	GCST005950	18:60205756	26426971	"Winkler TW"
rs6737082-C	5E-26	-	0.47	-	-	-	ADCY3	"Body mass index x sex x age interaction (4df test)"	"sex interaction measurement,body mass index,age at assessment"	-	GCST005950	2:24915171	26426971	"Winkler TW"
rs2821248-A	1E-12	-	0.83	-	-	-	NEGR1	"Body mass index x sex x age interaction (4df test)"	"sex interaction measurement,body mass index,age at assessment"	-	GCST005950	1:72109877	26426971	"Winkler TW"
rs1514174-C	1E-15	-	0.43	-	-	-	TNNI3K,FPGT-TNNI3K	"Body mass index x sex x age interaction (4df test)"	"sex interaction measurement,body mass index,age at assessment"	-	GCST005950	1:74527379	26426971	"Winkler TW"
rs591120-C	7E-16	-	0.2	-	-	-	SEC16B,CRYZL2P-SEC16B	"Body mass index x sex x age interaction (4df test)"	"sex interaction measurement,body mass index,age at assessment"	-	GCST005950	1:177933618	26426971	"Winkler TW"
rs11908421-T	2E-6	-	0.81	-	-	-	CBLN4,LINC01440	"Body mass index x sex x age interaction (4df test)"	"sex interaction measurement,body mass index,age at assessment"	-	GCST005950	20:55804611	26426971	"Winkler TW"
rs4947644-T	2E-9	-	0.51	-	-	-	DDC	"Body mass index x sex x age interaction (4df test)"	"sex interaction measurement,body mass index,age at assessment"	-	GCST005950	7:50551178	26426971	"Winkler TW"
rs10840060-C	6E-11	-	0.5	-	-	-	STK33	"Body mass index x sex x age interaction (4df test)"	"sex interaction measurement,body mass index,age at assessment"	-	GCST005950	11:8478498	26426971	"Winkler TW"
rs1459180-G	1E-8	-	0.58	-	-	-	HNF4G,RNU2-54P	"Body mass index x sex x age interaction (4df test)"	"sex interaction measurement,body mass index,age at assessment"	-	GCST005950	8:76070032	26426971	"Winkler TW"
rs17747324-T	8E-12	-	0.77	-	-	-	TCF7L2	"Body mass index x sex x age interaction (4df test)"	"sex interaction measurement,body mass index,age at assessment"	-	GCST005950	10:112992744	26426971	"Winkler TW"
rs3127574-C	3E-7	-	0.51	-	-	-	SLC22A3	"Body mass index x sex x age interaction (4df test)"	"sex interaction measurement,body mass index,age at assessment"	-	GCST005950	6:160370338	26426971	"Winkler TW"
rs3769885-A	4E-7	-	0.48	-	-	-	COBLL1	"Body mass index x sex x age interaction (4df test)"	"sex interaction measurement,body mass index,age at assessment"	-	GCST005950	2:164735880	26426971	"Winkler TW"
rs4420638-A	2E-10	-	0.82	-	-	-	APOC1,APOC1P1	"Body mass index x sex x age interaction (4df test)"	"sex interaction measurement,body mass index,age at assessment"	-	GCST005950	19:44919689	26426971	"Winkler TW"
rs11161721-A	4E-9	-	.191	-	-	-	COL24A1	"Preterm birth (maternal effect) (maternal pre-pregnancy BMI interaction)"	"body mass index,premature birth,parental genotype effect measurement"	-	GCST004842	1:86022231	28598419	"Hong X"
rs174547-?	1E-29	-	NR	-	-	-	FADS1,FADS2	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	11:61803311	27790247	"He L"
rs964184-?	3E-116	-	NR	-	-	-	ZPR1	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	11:116778201	27790247	"He L"
rs7115242-?	1E-10	-	NR	-	-	-	SIK3	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	11:117037567	27790247	"He L"
rs12579302-?	3E-7	-	NR	-	-	-	ATP2B1	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	12:89656726	27790247	"He L"
rs12369179-?	4E-6	-	NR	-	-	-	ZCCHC8	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	12:122479003	27790247	"He L"
rs261332-?	4E-42	-	NR	-	-	-	ALDH1A2,LIPC-AS1,LIPC	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	15:58435126	27790247	"He L"
rs9939609-?	2E-17	-	NR	-	-	-	FTO	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	16:53786615	27790247	"He L"
rs247617-?	4E-165	-	NR	-	-	-	CETP,HERPUD1	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	16:56956804	27790247	"He L"
rs8082812-?	4E-8	-	NR	-	-	-	THEMIS3P,AKR1B1P6	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	18:8522684	27790247	"He L"
rs10401969-?	2E-11	-	NR	-	-	-	SUGP1	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	19:19296909	27790247	"He L"
rs4420638-?	2E-25	-	NR	-	-	-	APOC1,APOC1P1	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	19:44919689	27790247	"He L"
rs4803750-?	4E-16	-	NR	-	-	-	CEACAM16-AS1,BCL3	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	19:44744370	27790247	"He L"
rs629301-?	2E-51	-	NR	-	-	-	CELSR2	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	1:109275684	27790247	"He L"
rs562338-?	3E-25	-	NR	-	-	-	APOB,TDRD15	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	2:21065449	27790247	"He L"
rs478442-?	8E-21	-	NR	-	-	-	TDRD15,NUTF2P8	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	2:21176344	27790247	"He L"
rs6759518-?	5E-7	-	NR	-	-	-	SLC30A3	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	2:27263727	27790247	"He L"
rs1728918-?	5E-35	-	NR	-	-	-	NRBP1,PPM1G	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	2:27412596	27790247	"He L"
rs780094-?	8E-101	-	NR	-	-	-	GCKR	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	2:27518370	27790247	"He L"
rs13114738-?	1E-10	-	NR	-	-	-	SLC39A8	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	4:102363708	27790247	"He L"
rs7703051-?	4E-12	-	NR	-	-	-	ANKRD31,HMGCR	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	5:75329662	27790247	"He L"
rs4704221-?	5E-11	-	NR	-	-	-	CERT1	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	5:75463358	27790247	"He L"
rs5744680-?	6E-11	-	NR	-	-	-	POLK	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	5:75584065	27790247	"He L"
rs9942416-?	2E-8	-	NR	-	-	-	SLC25A5P9,POC5	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	5:75741470	27790247	"He L"
rs2074755-?	3E-40	-	NR	-	-	-	BAZ1B	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	7:73462836	27790247	"He L"
rs799165-?	8E-19	-	NR	-	-	-	VPS37D,MLXIPL	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	7:73637727	27790247	"He L"
rs4841134-?	8E-6	-	NR	-	-	-	PPP1R3B-DT	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	8:9329014	27790247	"He L"
rs765547-?	3E-51	-	NR	-	-	-	LPL,RPL30P9	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	8:20008763	27790247	"He L"
rs2980853-?	2E-22	-	NR	-	-	-	TRIB1,TRIB1AL	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	8:125466108	27790247	"He L"
rs760762-?	4E-8	-	NR	-	-	-	PLCG1	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	20:41147406	27790247	"He L"
rs2866611-?	2E-8	-	NR	-	-	-	ADI1P1,ZHX3	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	20:41322165	27790247	"He L"
rs4506565-?	4E-16	-	NR	-	-	-	TCF7L2	"Age-related disease endophenotypes"	"total cholesterol measurement,diastolic blood pressure,triglyceride measurement,systolic blood pressure,hematocrit,ventricular rate measurement,glucose measurement,body mass index,high density lipoprotein cholesterol measurement"	-	GCST004046	10:112996282	27790247	"He L"
rs12402440-?	4E-6	-	NR	-	-	-	C1orf94,MIR552	"BMI x environmental factors (including physical activity) interaction"	"household income,smoking status measurement,educational attainment,protein intake measurement,carbohydrate intake measurement,alcohol consumption measurement,physical activity measurement,body mass index,energy intake measurement"	-	GCST012283	1:34502656	33654129	"Jung HU"
rs59756727-?	6E-7	-	NR	-	-	-	LMCD1-AS1	"BMI x environmental factors (including physical activity) interaction"	"household income,smoking status measurement,educational attainment,protein intake measurement,carbohydrate intake measurement,alcohol consumption measurement,physical activity measurement,body mass index,energy intake measurement"	-	GCST012283	3:8200615	33654129	"Jung HU"
rs7760212-?	7E-7	-	NR	-	-	-	RPL29P1,BMP6	"BMI x environmental factors (including physical activity) interaction"	"household income,smoking status measurement,educational attainment,protein intake measurement,carbohydrate intake measurement,alcohol consumption measurement,physical activity measurement,body mass index,energy intake measurement"	-	GCST012283	6:7655804	33654129	"Jung HU"
rs2391333-?	9E-8	-	NR	-	-	-	EFNB2	"BMI x environmental factors (including physical activity) interaction"	"household income,smoking status measurement,educational attainment,protein intake measurement,carbohydrate intake measurement,alcohol consumption measurement,physical activity measurement,body mass index,energy intake measurement"	-	GCST012283	13:106514346	33654129	"Jung HU"
rs9512706-?	4E-6	-	NR	-	-	-	MTIF3,RNU6-63P	"BMI x environmental factors (including physical activity) interaction"	"household income,smoking status measurement,educational attainment,protein intake measurement,carbohydrate intake measurement,alcohol consumption measurement,physical activity measurement,body mass index,energy intake measurement"	-	GCST012283	13:27467478	33654129	"Jung HU"
rs668056-?	2E-6	-	NR	-	-	-	LINC01864,ZNF787	"BMI x environmental factors (including physical activity) interaction"	"household income,smoking status measurement,educational attainment,protein intake measurement,carbohydrate intake measurement,alcohol consumption measurement,physical activity measurement,body mass index,energy intake measurement"	-	GCST012283	19:56084367	33654129	"Jung HU"
rs5755279-?	3E-6	-	NR	-	-	-	LINC02885	"BMI x environmental factors (including physical activity) interaction"	"household income,smoking status measurement,educational attainment,protein intake measurement,carbohydrate intake measurement,alcohol consumption measurement,physical activity measurement,body mass index,energy intake measurement"	-	GCST012283	22:34790359	33654129	"Jung HU"
rs12402440-?	4E-6	-	NR	-	-	-	C1orf94,MIR552	"BMI x  environmental factors (excluding physical activity) interaction"	"household income,smoking status measurement,educational attainment,protein intake measurement,carbohydrate intake measurement,alcohol consumption measurement,body mass index,energy intake measurement"	-	GCST012282	1:34502656	33654129	"Jung HU"
rs12405096-?	5E-7	-	NR	-	-	-	RGS4,CCDC190	"BMI x  environmental factors (excluding physical activity) interaction"	"household income,smoking status measurement,educational attainment,protein intake measurement,carbohydrate intake measurement,alcohol consumption measurement,body mass index,energy intake measurement"	-	GCST012282	1:162956470	33654129	"Jung HU"
rs74565497-?	5E-7	-	NR	-	-	-	RAB3GAP2	"BMI x  environmental factors (excluding physical activity) interaction"	"household income,smoking status measurement,educational attainment,protein intake measurement,carbohydrate intake measurement,alcohol consumption measurement,body mass index,energy intake measurement"	-	GCST012282	1:220242588	33654129	"Jung HU"
