riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs6458354-C	1E-13	-	0.289	-	"0.052 unit increase"	[0.038-0.066]	LINC02537	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	6:43846453	35551307	"Mahajan A"
rs3798519-C	5E-14	-	0.189	-	"0.062 unit increase"	[0.046-0.078]	TFAP2B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	6:50821065	35551307	"Mahajan A"
rs1665901-A	5E-9	-	0.658	-	"0.04 unit increase"	[0.026-0.054]	BEND3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	6:107112196	35551307	"Mahajan A"
rs72951506-C	7E-7	-	0.847	-	"0.044 unit increase"	[0.026-0.062]	NUS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	6:117690560	35551307	"Mahajan A"
rs11759026-G	5E-17	-	0.232	-	"0.063 unit increase"	[0.047-0.079]	MIR588,CENPW	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	6:126470949	35551307	"Mahajan A"
rs2800733-A	1E-11	-	0.717	-	"0.049 unit increase"	[0.035-0.063]	RPS4XP9,RSPO3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	6:127095785	35551307	"Mahajan A"
rs6937795-A	4E-12	-	0.527	-	"0.045 unit increase"	[0.031-0.059]	Y_RNA,RPL35AP3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	6:136970143	35551307	"Mahajan A"
rs6570526-G	7E-7	-	0.516	-	"0.031 unit increase"	[0.019-0.043]	ADGRG6,HIVEP2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	6:142737555	35551307	"Mahajan A"
rs6932473-T	2E-7	-	0.316	-	"0.035 unit increase"	[0.021-0.049]	RGS17	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	6:153117438	35551307	"Mahajan A"
rs539298-A	5E-10	-	0.516	-	"0.04 unit increase"	[0.028-0.052]	SLC22A3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	6:160349328	35551307	"Mahajan A"
rs4709746-C	4E-9	-	0.869	-	"0.057 unit increase"	[0.037-0.077]	QKI,RN7SL366P	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	6:163711969	35551307	"Mahajan A"
rs17168486-T	3E-16	-	0.18	-	"0.068 unit increase"	[0.052-0.084]	DGKB	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	7:14858657	35551307	"Mahajan A"
rs2215383-C	8E-24	-	0.538	-	"0.064 unit increase"	[0.052-0.076]	AGMO,GTF3AP5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	7:15023358	35551307	"Mahajan A"
rs849133-C	7E-16	-	0.506	-	"0.043 unit increase"	[0.033-0.053]	JAZF1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	7:28152661	35551307	"Mahajan A"
rs552707-T	1E-24	-	0.295	-	"0.041 unit increase"	[0.033-0.049]	JAZF1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	7:28165684	35551307	"Mahajan A"
rs10226758-C	2E-44	-	0.349	-	"0.069 unit increase"	[0.059-0.079]	JAZF1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	7:28174995	35551307	"Mahajan A"
rs917195-C	1E-9	-	0.771	-	"0.047 unit increase"	[0.031-0.063]	CRHR2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	7:30688836	35551307	"Mahajan A"
rs878521-A	2E-15	-	0.243	-	"0.059 unit increase"	[0.045-0.073]	CAMK2B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	7:44216044	35551307	"Mahajan A"
rs13236710-G	1E-5	-	0.897	-	"0.047 unit increase"	[0.025-0.069]	GRB10	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	7:50741388	35551307	"Mahajan A"
rs7781557-C	2E-9	-	0.818	-	"0.05 unit increase"	[0.034-0.066]	FBXL13	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	7:102841444	35551307	"Mahajan A"
rs1562396-G	1E-15	-	0.32	-	"0.056 unit increase"	[0.042-0.07]	LINC-PINT,KLF14	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	7:130773155	35551307	"Mahajan A"
rs62492368-A	2E-10	-	0.312	-	"0.044 unit increase"	[0.03-0.058]	AOC1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	7:150840547	35551307	"Mahajan A"
rs2366214-A	2E-18	-	0.662	-	"0.059 unit increase"	[0.045-0.073]	UBE3C	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	7:157199767	35551307	"Mahajan A"
rs1044486-G	5E-6	-	0.587	-	"0.039 unit increase"	[0.023-0.055]	USP36	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132185	17:78796097	35551307	"Mahajan A"
rs9948462-T	3E-8	-	0.7	-	"0.052 unit increase"	[0.034-0.07]	LAMA1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132185	18:7076837	35551307	"Mahajan A"
rs6567160-C	3E-16	-	0.217	-	"0.084 unit increase"	[0.064-0.104]	RNU4-17P,LINC03111	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132185	18:60161902	35551307	"Mahajan A"
rs12454712-T	1E-8	-	0.531	-	"0.049 unit increase"	[0.031-0.067]	BCL2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132185	18:63178651	35551307	"Mahajan A"
rs2115107-A	1E-6	-	0.353	-	"0.045 unit increase"	[0.027-0.063]	LRRC8E,MAP2K7	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132185	19:7903283	35551307	"Mahajan A"
rs4804181-A	9E-6	-	0.516	-	"0.043 unit increase"	[0.023-0.063]	ZNF799	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132185	19:12398722	35551307	"Mahajan A"
rs142395395-A	5E-17	-	0.961	-	"0.212 unit increase"	[0.16-0.26]	ZNF208,ZNF43	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132185	19:21917904	35551307	"Mahajan A"
rs10406327-C	1E-13	-	0.544	-	"0.064 unit increase"	[0.046-0.082]	PEPD	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132185	19:33399932	35551307	"Mahajan A"
rs1871045-T	4E-6	-	0.44	-	"0.039 unit increase"	[0.023-0.055]	NECTIN2,BCAM	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132185	19:44823511	35551307	"Mahajan A"
rs10406431-A	5E-16	-	0.694	-	"0.072 unit increase"	[0.054-0.09]	RN7SL836P,GIPR	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132185	19:45653761	35551307	"Mahajan A"
rs2181063-C	5E-8	-	0.636	-	"0.048 unit increase"	[0.03-0.066]	LINC00261,BBLNP1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132185	20:22446732	35551307	"Mahajan A"
rs12625671-C	1E-18	-	0.443	-	"0.075 unit increase"	[0.057-0.093]	HNF4A-AS1,HNF4A	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132185	20:44366172	35551307	"Mahajan A"
rs6091115-T	1E-9	-	0.497	-	"0.053 unit increase"	[0.035-0.071]	PELATON,CEBPB	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132185	20:50215483	35551307	"Mahajan A"
rs28691713-C	1E-15	-	0.569	-	"0.077 unit increase"	[0.057-0.097]	PIM3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132185	22:49962654	35551307	"Mahajan A"
rs10184004-C	1E-7	-	0.74	-	"0.09 unit increase"	[0.057-0.123]	COBLL1,GRB14	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	2:164651879	35551307	"Mahajan A"
rs2943648-G	1E-5	-	0.757	-	"0.076 unit increase"	[0.043-0.109]	MIR5702,NYAP2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	2:226235774	35551307	"Mahajan A"
rs17036160-C	5E-7	-	0.881	-	"0.115 unit increase"	[0.07-0.16]	PPARG	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	3:12288284	35551307	"Mahajan A"
rs13094957-T	2E-6	-	0.76	-	"0.081 unit increase"	[0.048-0.114]	UBE2E2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	3:23415589	35551307	"Mahajan A"
rs11708067-A	1E-8	-	0.782	-	"0.104 unit increase"	[0.069-0.139]	ADCY5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	3:123346931	35551307	"Mahajan A"
rs7633675-G	6E-14	-	0.43	-	"0.111 unit increase"	[0.082-0.14]	IGF2BP2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	3:185792825	35551307	"Mahajan A"
rs4267865-G	4E-6	-	0.898	-	"0.113 unit increase"	[0.064-0.162]	CEP120	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	5:123368648	35551307	"Mahajan A"
rs9348441-A	1E-11	-	0.259	-	"0.113 unit increase"	[0.08-0.146]	CDKAL1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	6:20680447	35551307	"Mahajan A"
rs2215383-C	1E-6	-	0.625	-	"0.074 unit increase"	[0.045-0.103]	AGMO,GTF3AP5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	7:15023358	35551307	"Mahajan A"
rs13266634-C	6E-9	-	0.765	-	"0.101 unit increase"	[0.068-0.134]	SLC30A8	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	8:117172544	35551307	"Mahajan A"
rs4237150-C	7E-6	-	0.479	-	"0.063 unit increase"	[0.036-0.09]	GLIS3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	9:4290085	35551307	"Mahajan A"
rs10757282-C	1E-5	-	0.435	-	"0.061 unit increase"	[0.034-0.088]	CDKN2B-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	9:22133985	35551307	"Mahajan A"
rs10811661-T	4E-18	-	0.865	-	"0.179 unit increase"	[0.14-0.22]	CDKN2B-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	9:22134095	35551307	"Mahajan A"
rs1575972-T	3E-6	-	0.958	-	"0.183 unit increase"	[0.11-0.26]	CDKN2B-AS1,DMRTA1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	9:22301093	35551307	"Mahajan A"
rs28429551-A	5E-7	-	0.808	-	"0.097 unit increase"	[0.06-0.134]	GPSM1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	9:136348882	35551307	"Mahajan A"
rs11257655-T	9E-8	-	0.237	-	"0.092 unit increase"	[0.059-0.125]	CDC123,RN7SL198P	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	10:12265895	35551307	"Mahajan A"
rs10748694-A	5E-7	-	0.452	-	"0.075 unit increase"	[0.046-0.104]	ARHGAP19,Metazoa_SRP	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	10:97296433	35551307	"Mahajan A"
rs7903146-T	7E-48	-	0.312	-	"0.228 unit increase"	[0.2-0.26]	TCF7L2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	10:112998590	35551307	"Mahajan A"
rs231361-A	4E-8	-	0.461	-	"0.079 unit increase"	[0.052-0.106]	KCNQ1,KCNQ1OT1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	11:2670270	35551307	"Mahajan A"
rs234866-G	2E-7	-	0.694	-	"0.074 unit increase"	[0.047-0.101]	KCNQ1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	11:2836667	35551307	"Mahajan A"
rs3918298-G	9E-7	-	0.905	-	"0.142 unit increase"	[0.085-0.199]	CCND1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	11:69648505	35551307	"Mahajan A"
rs77464186-A	3E-6	-	0.816	-	"0.089 unit increase"	[0.052-0.126]	ARAP1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	11:72749353	35551307	"Mahajan A"
rs10830963-G	1E-7	-	0.396	-	"0.082 unit increase"	[0.051-0.113]	MTNR1B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	11:92975544	35551307	"Mahajan A"
rs55872725-T	6E-6	-	0.339	-	"0.07 unit increase"	[0.041-0.099]	FTO	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	16:53775211	35551307	"Mahajan A"
rs10908278-T	2E-7	-	0.415	-	"0.08 unit increase"	[0.051-0.109]	HNF1B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	17:37739961	35551307	"Mahajan A"
rs12625671-C	2E-9	-	0.238	-	"0.103 unit increase"	[0.07-0.136]	HNF4A-AS1,HNF4A	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132186	20:44366172	35551307	"Mahajan A"
rs11708067-A	4E-8	-	0.711	-	"0.118 unit increase"	[0.077-0.159]	ADCY5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132187	3:123346931	35551307	"Mahajan A"
rs7633675-G	4E-12	-	0.296	-	"0.148 unit increase"	[0.11-0.19]	IGF2BP2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132187	3:185792825	35551307	"Mahajan A"
rs730831-T	1E-6	-	0.711	-	"0.106 unit increase"	[0.063-0.149]	CTBP1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132187	4:1246511	35551307	"Mahajan A"
rs9998835-G	1E-8	-	0.727	-	"0.122 unit increase"	[0.081-0.163]	WFS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132187	4:6291510	35551307	"Mahajan A"
rs3936510-T	1E-8	-	0.218	-	"0.125 unit increase"	[0.082-0.168]	C5orf67	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132187	5:56565039	35551307	"Mahajan A"
rs11759026-G	1E-7	-	0.472	-	"0.106 unit increase"	[0.067-0.145]	MIR588,CENPW	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132187	6:126470949	35551307	"Mahajan A"
rs849133-C	4E-8	-	0.642	-	"0.105 unit increase"	[0.068-0.142]	JAZF1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132187	7:28152661	35551307	"Mahajan A"
rs10757282-C	4E-6	-	0.411	-	"0.081 unit increase"	[0.046-0.116]	CDKN2B-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132187	9:22133985	35551307	"Mahajan A"
rs10811661-T	5E-7	-	0.877	-	"0.137 unit increase"	[0.084-0.19]	CDKN2B-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132187	9:22134095	35551307	"Mahajan A"
rs113154802-C	3E-7	-	0.943	-	"0.213 unit increase"	[0.13-0.29]	PTCH1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132187	9:95516131	35551307	"Mahajan A"
rs348330-G	2E-13	-	0.36	-	"0.049 unit increase"	[0.035-0.063]	ABCB10	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	1:229537208	35551307	"Mahajan A"
rs62107261-T	7E-11	-	0.954	-	"0.105 unit increase"	[0.074-0.136]	LINC01865	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	2:422144	35551307	"Mahajan A"
rs10188334-C	8E-10	-	0.829	-	"0.052 unit increase"	[0.034-0.07]	TMEM18,LINC01875	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	2:653874	35551307	"Mahajan A"
rs55928417-G	3E-8	-	0.57	-	"0.036 unit increase"	[0.022-0.05]	DNMT3A	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	2:25310699	35551307	"Mahajan A"
rs1260326-C	2E-22	-	0.607	-	"0.064 unit increase"	[0.05-0.078]	GCKR	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	2:27508073	35551307	"Mahajan A"
rs13414140-C	5E-27	-	0.892	-	"0.113 unit increase"	[0.091-0.135]	THADA	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	2:43444037	35551307	"Mahajan A"
rs17049712-T	2E-7	-	0.291	-	"0.037 unit increase"	[0.023-0.051]	LINC01122	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	2:58734001	35551307	"Mahajan A"
rs243018-G	2E-19	-	0.46	-	"0.059 unit increase"	[0.045-0.073]	MIR4432HG	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	2:60359572	35551307	"Mahajan A"
rs2540949-A	3E-11	-	0.617	-	"0.043 unit increase"	[0.029-0.057]	CEP68	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	2:65057097	35551307	"Mahajan A"
rs6752053-T	3E-12	-	0.6	-	"0.045 unit increase"	[0.033-0.057]	LINC02934	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	2:65439540	35551307	"Mahajan A"
rs11688682-G	6E-16	-	0.728	-	"0.061 unit increase"	[0.045-0.077]	Y_RNA,LINC01101	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	2:120590036	35551307	"Mahajan A"
rs10864859-T	4E-7	-	0.922	-	"0.061 unit increase"	[0.037-0.085]	GLI2,Y_RNA	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	2:120682642	35551307	"Mahajan A"
rs7594480-T	1E-8	-	0.936	-	"0.075 unit increase"	[0.05-0.1]	ACVR1C	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	2:157533956	35551307	"Mahajan A"
rs1020731-A	1E-9	-	0.719	-	"0.043 unit increase"	[0.029-0.057]	RBMS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	2:160287544	35551307	"Mahajan A"
rs12614955-T	2E-6	-	0.703	-	"0.033 unit increase"	[0.019-0.047]	KCNH7-AS1,KCNH7	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	2:162792970	35551307	"Mahajan A"
rs10184004-C	2E-19	-	0.587	-	"0.059 unit increase"	[0.045-0.073]	COBLL1,GRB14	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	2:164651879	35551307	"Mahajan A"
rs16849467-T	1E-6	-	0.688	-	"0.034 unit increase"	[0.02-0.048]	IKZF2,MIR4776-2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	2:212954007	35551307	"Mahajan A"
rs2943648-G	3E-43	-	0.637	-	"0.091 unit increase"	[0.077-0.105]	MIR5702,NYAP2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	2:226235774	35551307	"Mahajan A"
rs17036160-C	1E-33	-	0.874	-	"0.115 unit increase"	[0.095-0.135]	PPARG	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	3:12288284	35551307	"Mahajan A"
rs4684855-T	3E-13	-	0.424	-	"0.046 unit increase"	[0.034-0.058]	PPARG,TSEN2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	3:12449452	35551307	"Mahajan A"
rs13094957-T	2E-15	-	0.789	-	"0.063 unit increase"	[0.047-0.079]	UBE2E2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	3:23415589	35551307	"Mahajan A"
rs76435632-G	1E-9	-	0.036	-	"0.108 unit increase"	[0.073-0.143]	UBE2E2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	3:23590683	35551307	"Mahajan A"
rs2624847-G	4E-8	-	0.251	-	"0.041 unit increase"	[0.027-0.055]	SEMA3F-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	3:50136764	35551307	"Mahajan A"
rs76263492-T	9E-9	-	0.045	-	"0.09 unit increase"	[0.059-0.121]	CACNA2D3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	3:54794800	35551307	"Mahajan A"
rs2292662-C	5E-13	-	0.84	-	"0.064 unit increase"	[0.046-0.082]	SCAANT1,ATXN7	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	3:63911539	35551307	"Mahajan A"
rs66815886-G	9E-13	-	0.721	-	"0.051 unit increase"	[0.037-0.065]	ADAMTS9-AS2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	3:64717718	35551307	"Mahajan A"
rs1459513-C	5E-6	-	0.062	-	"0.062 unit increase"	[0.035-0.089]	EIF4E2P2,ZBTB20	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	3:115241951	35551307	"Mahajan A"
rs11708067-A	5E-30	-	0.775	-	"0.088 unit increase"	[0.072-0.104]	ADCY5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	3:123346931	35551307	"Mahajan A"
rs9873519-T	6E-9	-	0.538	-	"0.037 unit increase"	[0.025-0.049]	SLC12A8	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	3:125202613	35551307	"Mahajan A"
rs1426385-A	2E-11	-	0.456	-	"0.043 unit increase"	[0.031-0.055]	MBNL1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	3:152280264	35551307	"Mahajan A"
rs10935897-A	1E-8	-	0.355	-	"0.036 unit increase"	[0.024-0.048]	MBNL1,ATP5MGP5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	3:152681904	35551307	"Mahajan A"
rs75417759-C	8E-10	-	0.958	-	"0.101 unit increase"	[0.07-0.132]	ATP5MGP5,P2RY1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	3:152812238	35551307	"Mahajan A"
rs8192675-T	6E-21	-	0.712	-	"0.066 unit increase"	[0.052-0.08]	SLC2A2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	3:171007094	35551307	"Mahajan A"
rs7633675-G	3E-57	-	0.316	-	"0.109 unit increase"	[0.095-0.123]	IGF2BP2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	3:185792825	35551307	"Mahajan A"
rs3887925-T	3E-23	-	0.545	-	"0.059 unit increase"	[0.047-0.071]	ST6GAL1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	3:186947857	35551307	"Mahajan A"
rs9799068-A	5E-9	-	0.109	-	"0.056 unit increase"	[0.036-0.076]	ST6GAL1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	3:186958667	35551307	"Mahajan A"
rs4686471-C	3E-20	-	0.611	-	"0.061 unit increase"	[0.047-0.075]	LPP-AS2,LINC01991	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	3:188023111	35551307	"Mahajan A"
rs73221123-T	4E-10	-	0.045	-	"0.098 unit increase"	[0.067-0.129]	PCGF3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	4:732413	35551307	"Mahajan A"
rs730831-T	1E-5	-	0.959	-	"0.074 unit increase"	[0.041-0.107]	CTBP1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	4:1246511	35551307	"Mahajan A"
rs6831006-G	9E-17	-	0.503	-	"0.055 unit increase"	[0.041-0.069]	FGFR3,TACC3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	4:1782878	35551307	"Mahajan A"
rs9998835-G	4E-37	-	0.595	-	"0.084 unit increase"	[0.07-0.098]	WFS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	4:6291510	35551307	"Mahajan A"
rs6855926-A	5E-7	-	0.696	-	"0.035 unit increase"	[0.021-0.049]	LINC02438,LCORL	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	4:18045778	35551307	"Mahajan A"
rs13130484-T	9E-11	-	0.43	-	"0.044 unit increase"	[0.03-0.058]	PRDX4P1,THAP12P9	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	4:45173674	35551307	"Mahajan A"
rs10471048-G	6E-9	-	0.343	-	"0.039 unit increase"	[0.025-0.053]	SCD5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	4:82666409	35551307	"Mahajan A"
rs6821438-A	5E-10	-	0.534	-	"0.04 unit increase"	[0.028-0.052]	SMARCAD1-DT	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	4:94170760	35551307	"Mahajan A"
rs223423-G	4E-8	-	0.523	-	"0.035 unit increase"	[0.023-0.047]	UBE2D3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	4:102804737	35551307	"Mahajan A"
rs17035289-C	1E-6	-	0.172	-	"0.041 unit increase"	[0.023-0.059]	TET2,RNU6-351P	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	4:105127134	35551307	"Mahajan A"
rs6813195-C	7E-16	-	0.72	-	"0.058 unit increase"	[0.044-0.072]	RPS3AP18,TMEM154	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	4:152599323	35551307	"Mahajan A"
rs1425482-T	5E-7	-	0.757	-	"0.038 unit increase"	[0.024-0.052]	PDGFC	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	4:156804764	35551307	"Mahajan A"
rs1996546-G	9E-14	-	0.858	-	"0.069 unit increase"	[0.051-0.087]	ACSL1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	4:184793135	35551307	"Mahajan A"
rs147581833-C	7E-13	-	0.994	-	"0.352 unit increase"	[0.26-0.45]	ANKH	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	5:14755810	35551307	"Mahajan A"
rs30614-A	2E-9	-	0.543	-	"0.039 unit increase"	[0.025-0.053]	ANKH	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	5:14780412	35551307	"Mahajan A"
rs6884702-G	8E-10	-	0.395	-	"0.04 unit increase"	[0.026-0.054]	MRPS30-DT	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	5:44682487	35551307	"Mahajan A"
rs17261179-T	3E-8	-	0.515	-	"0.036 unit increase"	[0.024-0.048]	RPS17P11,MFSD4BP1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	5:52495391	35551307	"Mahajan A"
rs702634-A	1E-7	-	0.689	-	"0.035 unit increase"	[0.021-0.049]	ARL15	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	5:53975590	35551307	"Mahajan A"
rs6876198-C	4E-7	-	0.251	-	"0.036 unit increase"	[0.022-0.05]	ARL15	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	5:54007765	35551307	"Mahajan A"
rs256904-T	5E-33	-	0.74	-	"0.085 unit increase"	[0.071-0.099]	C5orf67	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	5:56514478	35551307	"Mahajan A"
rs42251-A	2E-8	-	0.304	-	"0.036 unit increase"	[0.022-0.05]	C5orf67	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	5:56544806	35551307	"Mahajan A"
